x,y
0,-51
25,-12
117.5832198,134.9074137
108.9224662,134.0851795
69.88744536,
96.83998269,114.5306376
51.77594025,31.37643731
35.01673734,8.764634165
79.45764646,73.28534128
45.3449093,18.85986466
77.76713229,72.9466086
55.85663802,28.63728633
51.8290553,27.18413784
36.07902502,15.46895475
80.63255196,77.25552457
124.4126644,147.817536
38.88238694,29.62914801
85.24501874,92.31571653
105.4849878,111.063745
36.82741469,2.797485194
98.61682009,98.22796195
102.1309415,117.0827211
101.9740862,111.1555591
122.5816416,147.0235042
96.36839009,99.62870641
64.89044698,47.94620302
81.87156504,80.51588907
83.46634106,76.65159462
129.9988213,155.5832066
129.5934245,155.830527
71.30088195,52.64410294
89.63463319,100.3291952
82.74502445,67.03050817
84.29777124,80.8896434
93.6549342,96.20409384
37.33160529,-6.236294705
52.16604202,23.5571594
104.833943,107.7810191
106.4639932,112.883657
79.51558318,72.00317212
41.4999434,20.25934009
113.6214443,131.04384
90.20451127,94.77986788
52.56692661,28.21059566
40.50463433,14.17040121
43.45292157,23.19979105
122.1252001,147.1272496
55.16828222,46.89089049
96.44691123,105.7562824
119.2731974,126.4660848
52.19022426,42.06951797
114.8983489,138.6278072
126.0412086,139.406306
93.14307012,
131.1618641,163.3539583
55.35872543,38.22375858
94.59612783,105.0461097
75.91878744,68.54098922
96.9481879,100.2372769
40.11139299,15.2017754
95.54238786,
66.46740141,60.2143421
120.6995729,
104.2402942,113.9349495
82.65762179,
105.5341749,
87.34855969,85.16272742
69.40200784,53.37775696
127.3248623,160.4954569
64.43689333,43.39435848
66.26465895,58.1736831
90.30720045,81.64306345
89.4048535,87.64350868
114.4503884,135.3976986
134.4322939,159.0736094
131.7902232,161.3630997
99.56304732,91.64481237
132.7401928,166.1645443
70.99088679,54.86400482
87.9094701,78.97916469
123.5807212,141.1303998
107.6435614,119.0882793
116.3612443,136.2293706
62.73766606,35.03959082
112.0489047,130.8072421
119.861603,136.2239313
59.14093284,43.34977918
95.30589341,106.1847674
103.0198215,121.2744298
109.2183446,115.1818431
117.360594,137.4299149
39.5196786,16.02640021
37.54642469,
129.9626909,141.0131341
35.91420463,
43.85421968,13.45049208
72.88414185,61.50699688
120.7408594,133.9222973
100.1797881,126.8271164
59.33376537,50.25779685
120.1577567,144.7546765
115.5391524,120.6973091
